;again;party1;party2;year1;loyal;switch;minor1;switchMiMa;switchMiMi;switchMaMa;switchMaMi;new2
2601;Cina Emil;H.A.;H.S.;2002;0;1;1;0;1;0;0;1
2602;»ernovsk˝ ZdenÏk;H.A.;SZ;2002;0;1;1;1;0;0;0;0
2603;He¯tusov· Simona;H.A.;H.S.;2002;0;1;1;0;1;0;0;1
2604;Chocholat· Lucie;H.A.;H.S.;2002;0;1;1;0;1;0;0;1
2605;VojtÌökov· Anna;H.A.;H.S.;2002;0;1;1;0;1;0;0;1
2606;Tam·ö Jan;H.A.;H.S.;2002;0;1;1;0;1;0;0;1
2607;Ullrich Ji¯Ì;H.A.;H.S.;2002;0;1;1;0;1;0;0;1
2608;MalÌk Ji¯Ì;H.A.;SZ;2002;0;1;1;1;0;0;0;0
2609;Popelka Jaroslav;H.A.;PB;2002;0;1;1;0;1;0;0;0
2610;Koz·k Marcel;AZSD;SZR;2002;0;1;1;0;1;0;0;0
2611;DuchoÚov· Boûena;AZSD;SZR;2002;0;1;1;0;1;0;0;0
2612;Svoboda Jan;AZSD;SZR;2002;0;1;1;0;1;0;0;0
2613;Luk·ökov· Jitka;N;SZ;2002;0;1;1;1;0;0;0;0
2614;Sodomkov· Kl·ra;N;SNK ED;2002;0;1;1;0;1;0;0;1
2615;JelÌnek Old¯ich;N;SNK ED;2002;0;1;1;0;1;0;0;1
2616;Roseck˝ »enÏk;N;LiRA;2002;0;1;1;0;1;0;0;1
2617;ävec Petr;RMS;NS;2002;0;1;1;0;1;0;0;1
2618;VaÚata Jind¯ich;RMS;NS;2002;0;1;1;0;1;0;0;1
2619;Mr˙z Jaroslav;RMS;PaS;2002;0;1;1;0;1;0;0;1
2620;VaÚata VladimÌr;RMS;NS;2002;0;1;1;0;1;0;0;1
2621;Vandas Tom·ö;RMS;PaS;2002;0;1;1;0;1;0;0;1
2622;ätÏp·nek Ji¯Ì;RMS;PaS;2002;0;1;1;0;1;0;0;1
2623;Pel·k VladimÌr;RMS;PaS;2002;0;1;1;0;1;0;0;1
2624;Blaöko Jan;RMS;PaS;2002;0;1;1;0;1;0;0;1
2625;Kot·b Petr;RMS;PaS;2002;0;1;1;0;1;0;0;1
2626;»ernÌk Petr;RMS;PaS;2002;0;1;1;0;1;0;0;1
2627;Kot·bov· Alena;RMS;PaS;2002;0;1;1;0;1;0;0;1
2628;HoleËek Vlastimil;RMS;PaS;2002;0;1;1;0;1;0;0;1
2629;Nestler Jind¯ich;RMS;PaS;2002;0;1;1;0;1;0;0;1
2630;Pecinov· Martina;RMS;PaS;2002;0;1;1;0;1;0;0;1
2631;»ern· Helena;RMS;PaS;2002;0;1;1;0;1;0;0;1
2632;Valla Kamil;RMS;PaS;2002;0;1;1;0;1;0;0;1
2633;Proch·zka Pavel;RMS;PaS;2002;0;1;1;0;1;0;0;1
2634;äimek Bohuslav;RMS;PaS;2002;0;1;1;0;1;0;0;1
2635;Dichter Frantiöek;RMS;NS;2002;0;1;1;0;1;0;0;1
2636;Skoumal Tom·ö;RMS;M;2002;0;1;1;0;1;0;0;1
2637;Dufek Ji¯Ì;RMS;M;2002;0;1;1;0;1;0;0;1
2638;äulÈ¯ Bohumil;RMS;PaS;2002;0;1;1;0;1;0;0;1
2639;»eöek JaromÌr;RMS;PaS;2002;0;1;1;0;1;0;0;1
2640;Kom·rek V·clav;RMS;NS;2002;0;1;1;0;1;0;0;1
2641;Malec Cyril;RMS;NS;2002;0;1;1;0;1;0;0;1
2642;Machov· Iveta;RMS;NS;2002;0;1;1;0;1;0;0;1
2643;Schuska Jaroslav;RMS;NS;2002;0;1;1;0;1;0;0;1
2644;FronËek VilÈm;RMS;NS;2002;0;1;1;0;1;0;0;1
2645;Pil·t Petr;RMS;NS;2002;0;1;1;0;1;0;0;1
2646;MaölÌk Karel;RMS;NS;2002;0;1;1;0;1;0;0;1
2647;Kr·l Hugo;RMS;NS;2002;0;1;1;0;1;0;0;1
2648;ätÏp·n Jaroslav;RMS;NS;2002;0;1;1;0;1;0;0;1
2649;Prok˘pek V·clav;CZ;PaS;2002;0;1;1;0;1;0;0;1
2650;Vlasat˝ V·clav;CZ;NEZ/DEM;2002;0;1;1;0;1;0;0;1
2651;Farkota Ji¯Ì;CZ;NEZ/DEM;2002;0;1;1;0;1;0;0;1
2652;John VladimÌr;CZ;NEZ/DEM;2002;0;1;1;0;1;0;0;1
2653;Zettelmann LudÏk;CZ;NEZ/DEM;2002;0;1;1;0;1;0;0;1
2654;Tropkov· Jana;CZ;NEZ;2002;0;1;1;0;1;0;0;0
2655;Matouö Milan;CZ;NEZ/DEM;2002;0;1;1;0;1;0;0;1
2656;Valenta Miloslav;CZ;NEZ;2002;0;1;1;0;1;0;0;0
2657;Praûanov· Zlata;CZ;NEZ/DEM;2002;0;1;1;0;1;0;0;1
2658;Kunt P¯emysl;CZ;NEZ;2002;0;1;1;0;1;0;0;0
2659;HudlÌk Petr;CZ;NEZ/DEM;2002;0;1;1;0;1;0;0;1
2660;Vesel˝ Miloö;CZ;NEZ/DEM;2002;0;1;1;0;1;0;0;1
2661;Zwyrtek Frantiöek;CZ;NEZ;2002;0;1;1;0;1;0;0;0
2662;Kafka V·clav;CZ;NEZ;2002;0;1;1;0;1;0;0;0
2663;Michalek Zbigniew;CZ;NEZ;2002;0;1;1;0;1;0;0;0
2664;Fismol Jan;CZ;NEZ;2002;0;1;1;0;1;0;0;0
2665;TvrdoÚ »enÏk;CZ;NEZ/DEM;2002;0;1;1;0;1;0;0;1
2666;Uzel Radim;»SNS;NEZ/DEM;2002;0;1;1;0;1;0;0;1
2667;Votava P¯emysl;»SNS;»SNS2005;2002;0;1;1;0;1;0;0;1
2668;PondÏlÌËek Ji¯Ì;»SNS;»SNS2005;2002;0;1;1;0;1;0;0;1
2669;Frˆhlich VladimÌr;»SNS;»SNS2005;2002;0;1;1;0;1;0;0;1
2670;VazaË Ji¯Ì;»SNS;»SNS2005;2002;0;1;1;0;1;0;0;1
2671;Babinec Bohdan;»SNS;»SNS2005;2002;0;1;1;0;1;0;0;1
2672;Dvo¯·k Ivan;»SNS;»SNS2005;2002;0;1;1;0;1;0;0;1
2673;Jirs·kov· Jarmila;»SNS;»SNS2005;2002;0;1;1;0;1;0;0;1
2674;Maö·t Ivo;»SNS;PB;2002;0;1;1;0;1;0;0;0
2675;Fejfar Ji¯Ì;»SNS;»SNS2005;2002;0;1;1;0;1;0;0;1
2676;Matouö ZdenÏk;»SNS;SNK ED;2002;0;1;1;0;1;0;0;1
2677;Hudec Miroslav;»SNS;SZ;2002;0;1;1;1;0;0;0;0
2678;Kub·t Milan;»SNS;SZ;2002;0;1;1;1;0;0;0;0
2679;BezdÌËek Josef;»SNS;SNK ED;2002;0;1;1;0;1;0;0;1
2680;St¯Ìtesk˝ VojtÏch;»SNS;SNK ED;2002;0;1;1;0;1;0;0;1
2681;JenÌk Ivan;»SNS;SNK ED;2002;0;1;1;0;1;0;0;1
2682;Stanislav Ji¯Ì;»SNS;»SNS2005;2002;0;1;1;0;1;0;0;1
2683;Foral Tom·ö;»SNS;»SNS2005;2002;0;1;1;0;1;0;0;1
2684;KubaË·k Jan;»SNS;»SNS2005;2002;0;1;1;0;1;0;0;1
2685;Mih·likov· Jana;»SNS;»SNS2005;2002;0;1;1;0;1;0;0;1
2686;Maz˘rek Rudolf;»SNS;»SNS2005;2002;0;1;1;0;1;0;0;1
2687;Kub·t Bohumil;»SNS;NEZ/DEM;2002;0;1;1;0;1;0;0;1
2688;Skopal Jaroslav;»SNS;MDS;2002;0;1;1;0;1;0;0;1
2689;Kaöparovsk˝ Petr;»SNS;SNK ED;2002;0;1;1;0;1;0;0;1
2690;»tvrtnÌËek Alois;»SNS;NEZ;2002;0;1;1;0;1;0;0;0
2691;Eichenbaum Pavel;»SNS;SP;2002;0;1;1;0;1;0;0;1
2692;NÏmec VladimÌr;SZR;SZR;2002;1;0;1;0;0;0;0;0
2693;Richterov· Martina;SZR;SZR;2002;1;0;1;0;0;0;0;0
2694;Mezera Roman;SZR;SZR;2002;1;0;1;0;0;0;0;0
2695;Fink Petr;SZR;PB;2002;0;1;1;0;1;0;0;0
2696;Kejhov· Ivana;SZR;SZR;2002;1;0;1;0;0;0;0;0
2697;Hannig Petr;SZR;SZR;2002;1;0;1;0;0;0;0;0
2698;ObhlÌdal ZdenÏk;SZR;SZR;2002;1;0;1;0;0;0;0;0
2699;Weisz Josef;SZR;SZR;2002;1;0;1;0;0;0;0;0
2700;Hronov· Alena;SV SOS;KS»M;2002;0;1;1;1;0;0;0;0
2701;Mimra Emanuel;SV SOS;KAN;2002;0;1;1;0;1;0;0;0
2702;Bendov· Hana;SV SOS;SP;2002;0;1;1;0;1;0;0;1
2703;Lipt·kov· Milena;SV SOS;SRä;2002;0;1;1;0;1;0;0;1
2704;JelÌnek Petr;SV SOS;SZR;2002;0;1;1;0;1;0;0;0
2705;Svoboda Pavel;»SDH;»HNJ;2002;0;1;1;0;1;0;0;1
2706;Doubravsk˝ Miroslav;»SDH;»HNJ;2002;0;1;1;0;1;0;0;1
2707;Koubov· Jana;»SDH;»HNJ;2002;0;1;1;0;1;0;0;1
2708;Doubravsk˝ Petr;»SDH;»HNJ;2002;0;1;1;0;1;0;0;1
2709;Rytych Jaroslav;»SDH;»HNJ;2002;0;1;1;0;1;0;0;1
2710;Svoboda Petr;»SDH;»HNJ;2002;0;1;1;0;1;0;0;1
2711;Felgr Ji¯Ì;»SDH;»HNJ;2002;0;1;1;0;1;0;0;1
2712;äimek Miroslav;»SDH;»HNJ;2002;0;1;1;0;1;0;0;1
2713;Duöek Martin;REP;NEZ/DEM;2002;0;1;1;0;1;0;0;1
2714;Touöka Ji¯Ì;REP;NEZ/DEM;2002;0;1;1;0;1;0;0;1
2715;Loukota Milan;REP;PaS;2002;0;1;1;0;1;0;0;1
2716;Lippertov· Miloslava;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2717;Ad·mek Old¯ich;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2718;Proch·zka Daniel;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2719;äverma ZdenÏk;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2720;Luk·Ë Ji¯Ì;SNK;NS;2002;0;1;1;0;1;0;0;1
2721;Brnula Juraj;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2722;V·clavÌk Ivan;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2723;Borsk· Jana;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2724;Proch·zka JaromÌr;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2725;Barant·lov· Stanislava;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2726;MraËek LumÌr;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2727;Hospergr Josef;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2728;MatÏjka Jaroslav;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2729;Rampas Stanislav;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2730;Smutn˝ Karel;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2731;Kmoch AntonÌn;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2732;V·lov· Miroslava;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2733;Petrus V·clav;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2734;Med·Ëek Petr;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2735;Jemelka Miroslav;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2736;Rabas P¯emysl;SNK;SZ;2002;0;1;1;1;0;0;0;0
2737;PodpÏrov· Anna;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2738;BartoÚ Jan;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2739;Pakosta Petr;SNK;SZ;2002;0;1;1;1;0;0;0;0
2740;Schlˆsinger Petr;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2741;Matuökov· Marie;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2742;Hartman V·clav;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2743;äolc Jind¯ich;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2744;Miler Ji¯Ì;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2745;Vegnerov· Petra;SNK;NEZ;2002;0;1;1;0;1;0;0;0
2746;Vimr Jaroslav;SNK;NEZ;2002;0;1;1;0;1;0;0;0
2747;Regner Jan;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2748;ätÏtina Ji¯Ì;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2749;äubr Pavel;SNK;NEZ/DEM;2002;0;1;1;0;1;0;0;1
2750;Klepö Adolf;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2751;Novotn˝ Frantiöek;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2752;Skalick˝ Ji¯Ì;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2753;Krhlov· Dagmar;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2754;Vaöina LubomÌr;SNK;US-DEU;2002;0;1;1;1;0;0;0;0
2755;Markov· ZdeÚka;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2756;Jirsa ZdenÏk;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2757;Mikul·öek Josef;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2758;Kov·¯ov· Eliöka;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2759;Kopeck˝ Frantiöek;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2760;Rebenda Josef;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2761;»Ìûek ZdenÏk;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2762;Miklenda Jaroslav;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2763;Hor·k ZdenÏk;SNK;NEZ/DEM;2002;0;1;1;0;1;0;0;1
2764;Macek Jaroslav;SNK;NEZ;2002;0;1;1;0;1;0;0;0
2765;Folt˝n ZdenÏk;SNK;NEZ/DEM;2002;0;1;1;0;1;0;0;1
2766;Hlav·Ë Otakar;SNK;NEZ/DEM;2002;0;1;1;0;1;0;0;1
2767;HoleËkov· Monika;SNK;SZR;2002;0;1;1;0;1;0;0;0
2768;Trezner Ji¯Ì;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2769;Marhoul Bohuslav;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2770;Randus Ji¯Ì;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2771;Hajduchov· Jana;SNK;SZ;2002;0;1;1;1;0;0;0;0
2772;Kov·Ëikov· Sylva;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2773;Socha Jan;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2774;Szyrok· KvÏtuöe;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2775;Pavera Herbert;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2776;Sagitarius Petr;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2777;Kolarz Petr;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2778;Klech Josef;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2779;KoneËn˝ Jan;SNK;SNK ED;2002;0;1;1;0;1;0;0;1
2780;KladÌvko Tom·ö;ODS;ODS;2002;1;0;0;0;0;0;0;0
2781;Talmanov· Lucie;ODS;ODS;2002;1;0;0;0;0;0;0;0
2782;Dub Tom·ö;ODS;ODS;2002;1;0;0;0;0;0;0;0
2783;Bratsk˝ Petr;ODS;ODS;2002;1;0;0;0;0;0;0;0
2784;Mallotov· Helena;ODS;ODS;2002;1;0;0;0;0;0;0;0
2785;Novotn˝ ZbynÏk;ODS;ODS;2002;1;0;0;0;0;0;0;0
2786;Benda Marek;ODS;ODS;2002;1;0;0;0;0;0;0;0
2787;K·dner Tom·ö;ODS;ODS;2002;1;0;0;0;0;0;0;0
2788;äùastn˝ Boris;ODS;ODS;2002;1;0;0;0;0;0;0;0
2789;Laud·t Frantiöek;ODS;ODS;2002;1;0;0;0;0;0;0;0
2790;Samkov· Alena;ODS;ODS;2002;1;0;0;0;0;0;0;0
2791;Tlust˝ Vlastimil;ODS;ODS;2002;1;0;0;0;0;0;0;0
2792;VidÌm Jan;ODS;ODS;2002;1;0;0;0;0;0;0;0
2793;Klas Jan;ODS;ODS;2002;1;0;0;0;0;0;0;0
2794;Tlucho¯ Petr;ODS;ODS;2002;1;0;0;0;0;0;0;0
2795;Schwippel Jan;ODS;ODS;2002;1;0;0;0;0;0;0;0
2796;Bohatec Pavel;ODS;ODS;2002;1;0;0;0;0;0;0;0
2797;R·dl Aleö;ODS;ODS;2002;1;0;0;0;0;0;0;0
2798;œurËansk˝ Jozef;ODS;ODS;2002;1;0;0;0;0;0;0;0
2799;Nejdl ZdenÏk;ODS;ODS;2002;1;0;0;0;0;0;0;0
2800;Fuksa Ivan;ODS;ODS;2002;1;0;0;0;0;0;0;0
2801;ZajÌËek Tom;ODS;ODS;2002;1;0;0;0;0;0;0;0
2802;Doktor Michal;ODS;ODS;2002;1;0;0;0;0;0;0;0
2803;Bauer Jan;ODS;ODS;2002;1;0;0;0;0;0;0;0
2804;Vondrys Pavel;ODS;ODS;2002;1;0;0;0;0;0;0;0
2805;Pr˘öa Luboö;ODS;ODS;2002;1;0;0;0;0;0;0;0
2806;Karlovsk· D·öa;ODS;ODS;2002;1;0;0;0;0;0;0;0
2807;Klein Jaroslav;ODS;ODS;2002;1;0;0;0;0;0;0;0
2808;P¯ÌvoznÌk Ladislav;ODS;ODS;2002;1;0;0;0;0;0;0;0
2809;CipÌnov· Jana;ODS;ODS;2002;1;0;0;0;0;0;0;0
2810;Papeû Ji¯Ì;ODS;ODS;2002;1;0;0;0;0;0;0;0
2811;BÌl˝ Ji¯Ì;ODS;ODS;2002;1;0;0;0;0;0;0;0
2812;Hoöek Petr;ODS;ODS;2002;1;0;0;0;0;0;0;0
2813;VilÌmec Vladislav;ODS;ODS;2002;1;0;0;0;0;0;0;0
2814;Vracovsk˝ Ji¯Ì;ODS;ODS;2002;1;0;0;0;0;0;0;0
2815;Jaroö Miroslav;ODS;ODS;2002;1;0;0;0;0;0;0;0
2816;Patera Miloö;ODS;ODS;2002;1;0;0;0;0;0;0;0
2817;Suk LubomÌr;ODS;ODS;2002;1;0;0;0;0;0;0;0
2818;Petr Miroslav;ODS;ODS;2002;1;0;0;0;0;0;0;0
2819;Bureö Jan;ODS;ODS;2002;1;0;0;0;0;0;0;0
2820;Strnadov· Dagmar;ODS;ODS;2002;1;0;0;0;0;0;0;0
2821;P·tek Miroslav;ODS;ODS;2002;1;0;0;0;0;0;0;0
2822;VojÌ¯ Old¯ich;ODS;ODS;2002;1;0;0;0;0;0;0;0
2823;BÌûa Josef;ODS;ODS;2002;1;0;0;0;0;0;0;0
2824;Pol·Ëek Josef;ODS;ODS;2002;1;0;0;0;0;0;0;0
2825;Z·horsk˝ VladimÌr;ODS;ODS;2002;1;0;0;0;0;0;0;0
2826;Vol·k Daniel;ODS;ODS;2002;1;0;0;0;0;0;0;0
2827;Reindl Radek;ODS;ODS;2002;1;0;0;0;0;0;0;0
2828;Zuna Milan;ODS;ODS;2002;1;0;0;0;0;0;0;0
2829;KubÌnek ZdenÏk;ODS;ODS;2002;1;0;0;0;0;0;0;0
2830;Seidl VÏroslav;ODS;ODS;2002;1;0;0;0;0;0;0;0
2831;Jeûek Libor;ODS;ODS;2002;1;0;0;0;0;0;0;0
2832;Hasil Tom·ö;ODS;ODS;2002;1;0;0;0;0;0;0;0
2833;DoudÏra Jan;ODS;ODS;2002;1;0;0;0;0;0;0;0
2834;Louda Radovan;ODS;ODS;2002;1;0;0;0;0;0;0;0
2835;Haken Petr;ODS;ODS;2002;1;0;0;0;0;0;0;0
2836;KuËera Miloslav;ODS;ODS;2002;1;0;0;0;0;0;0;0
2837;Kochan Jozef;ODS;ODS;2002;1;0;0;0;0;0;0;0
2838;Jeûek Josef;ODS;ODS;2002;1;0;0;0;0;0;0;0
2839;HornÌkov· ZdeÚka;ODS;ODS;2002;1;0;0;0;0;0;0;0
2840;Lhota ZdenÏk;ODS;ODS;2002;1;0;0;0;0;0;0;0
2841;P·ralov· Alena;ODS;ODS;2002;1;0;0;0;0;0;0;0
2842;N·jemnÌk V·clav;ODS;ODS;2002;1;0;0;0;0;0;0;0
2843;Lib˝ Ladislav;ODS;ODS;2002;1;0;0;0;0;0;0;0
2844;Karamazov Simeon;ODS;ODS;2002;1;0;0;0;0;0;0;0
2845;Stejn˝ Milan;ODS;ODS;2002;1;0;0;0;0;0;0;0
2846;NÏmcov· Miroslava;ODS;ODS;2002;1;0;0;0;0;0;0;0
2847;PÌpal ZbynÏk;ODS;ODS;2002;1;0;0;0;0;0;0;0
2848;äoposk· Lenka;ODS;ODS;2002;1;0;0;0;0;0;0;0
2849;éaloudek Stanislav;ODS;ODS;2002;1;0;0;0;0;0;0;0
2850;SokolÌËek Josef;ODS;ODS;2002;1;0;0;0;0;0;0;0
2851;Mencl V·clav;ODS;ODS;2002;1;0;0;0;0;0;0;0
2852;Bartoö Walter;ODS;ODS;2002;1;0;0;0;0;0;0;0
2853;äeich David;ODS;ODS;2002;1;0;0;0;0;0;0;0
2854;V·vra Eduard;ODS;ODS;2002;1;0;0;0;0;0;0;0
2855;Such·nek Pavel;ODS;ODS;2002;1;0;0;0;0;0;0;0
2856;äv·bensk˝ Karel;ODS;ODS;2002;1;0;0;0;0;0;0;0
2857;Kotzian Robert;ODS;ODS;2002;1;0;0;0;0;0;0;0
2858;ÿiËicov· Andrea;ODS;ODS;2002;1;0;0;0;0;0;0;0
2859;äv·bensk˝ Miloslav;ODS;ODS;2002;1;0;0;0;0;0;0;0
2860;PoledÚ·k Igor;ODS;ODS;2002;1;0;0;0;0;0;0;0
2861;Ryba VladimÌr;ODS;ODS;2002;1;0;0;0;0;0;0;0
2862;Langer Ivan;ODS;ODS;2002;1;0;0;0;0;0;0;0
2863;Krill Petr;ODS;ODS;2002;1;0;0;0;0;0;0;0
2864;KrejËi¯Ìk Pavel;ODS;ODS;2002;1;0;0;0;0;0;0;0
2865;JedliËka Jan;ODS;ODS;2002;1;0;0;0;0;0;0;0
2866;Vanûura Ji¯Ì;ODS;ODS;2002;1;0;0;0;0;0;0;0
2867;Skyva Petr;ODS;ODS;2002;1;0;0;0;0;0;0;0
2868;Zapletal Marek;ODS;ODS;2002;1;0;0;0;0;0;0;0
2869;JaËkov· NadÏûda;ODS;ODS;2002;1;0;0;0;0;0;0;0
2870;Blumenstein Tom·ö;ODS;ODS;2002;1;0;0;0;0;0;0;0
2871;NeËas Petr;ODS;ODS;2002;1;0;0;0;0;0;0;0
2872;Plach˝ Jaroslav;ODS;ODS;2002;1;0;0;0;0;0;0;0
2873;⁄lehla Tom·ö;ODS;ODS;2002;1;0;0;0;0;0;0;0
2874;Slov·k Josef;ODS;ODS;2002;1;0;0;0;0;0;0;0
2875;Pij·Ëek Jan;ODS;ODS;2002;1;0;0;0;0;0;0;0
2876;T·borsk· Iveta;ODS;ODS;2002;1;0;0;0;0;0;0;0
2877;äimËÌk Jan;ODS;ODS;2002;1;0;0;0;0;0;0;0
2878;KonËick˝ Jaroslav;ODS;ODS;2002;1;0;0;0;0;0;0;0
2879;NÏmec Ji¯Ì;ODS;ODS;2002;1;0;0;0;0;0;0;0
2880;ÿÌman Martin;ODS;ODS;2002;1;0;0;0;0;0;0;0
2881;KrajÌËek Miroslav;ODS;ODS;2002;1;0;0;0;0;0;0;0
2882;HrnËÌ¯ Pavel;ODS;ODS;2002;1;0;0;0;0;0;0;0
2883;Seho¯ Karel;ODS;ODS;2002;1;0;0;0;0;0;0;0
2884;Chytka Radim;ODS;ODS;2002;1;0;0;0;0;0;0;0
2885;Kocianov· Jitka;ODS;ODS;2002;1;0;0;0;0;0;0;0
2886;Machov· Eva;ODS;ODS;2002;1;0;0;0;0;0;0;0
2887;Zapletalov· Radana;ODS;ODS;2002;1;0;0;0;0;0;0;0
2888;Molendov· Dagmar;ODS;ODS;2002;1;0;0;0;0;0;0;0
2889;ävrËek ZdenÏk;ODS;ODS;2002;1;0;0;0;0;0;0;0
2890;Pospiechov· Renata;ODS;ODS;2002;1;0;0;0;0;0;0;0
2891;Exner V·clav;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2892;Dolejö Ji¯Ì;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2893;Beneö Frantiöek;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2894;Ambroû Pavel;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2895;Semelov· Marta;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2896;VÏrtel·¯ V·clav;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2897;Jumr V·clav;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2898;Dlouh· Jaroslava;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2899;»un·tov· Jana;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2900;Janouch Roman;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2901;»apka Cyril;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2902;MouËkov· Miroslava;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2903;Hoöek Karel;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2904;Prokeö Miroslav;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2905;Lojda Frantiöek;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2906;Smrkovsk˝ Evûen;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2907;R˘ûiËka Josef;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2908;Pr˘cha Miloö;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2909;Pechar Miloö;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2910;GrospiË Stanislav;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2911;Frank V·clav;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2912;Vostr· Miloslava;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2913;Fialov· Ji¯ina;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2914;Humlov· Ji¯ina;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2915;Jetensk˝ Pavel;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2916;Coufal ZbynÏk;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2917;ätefek ZdenÏk;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2918;Min·¯ Jan;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2919;Hejduk Stanislav;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2920;äkorpÌk Martin;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2921;Filip VojtÏch;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2922;Bran˝ Petr;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2923;Vytiska Tomeö;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2924;Dvo¯·k Luboö;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2925;HrdliËkov· Miroslava;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2926;BubenÌk Jind¯ich;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2927;Lev· Ivana;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2928;Urban Ladislav;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
2929;ävarcbek Josef;KS»M;KS»M;2002;1;0;0;0;0;0;0;0
