X.U.FEFF.again,party1,party2,order1,order2,change,minor,loyal,improveParty,improveParty2,improvePosition,origPartyDissolved,year1,minorMajor,minorMinor,majorMajor,majorMinor
Pavel Vaško,OKS,OKS,31,7,-24,1,1,0,0,1,0,2002,0,1,0,0
Ladislav Ondrášek,OKS,OKS,38,47,9,1,1,0,0,0,0,2002,0,1,0,0
Ivica Vidrová,OKS,OKS,48,104,56,1,1,0,0,0,0,2002,0,1,0,0
Peter Tatár,OKS,OKS,1,1,0,1,1,0,0,1,0,2002,0,1,0,0
Pavel Vlček,OKS,OKS,13,18,5,1,1,0,0,0,0,2002,0,1,0,0
Ivan Braník,OKS,OKS,20,37,17,1,1,0,0,0,0,2002,0,1,0,0
Dušan Franců,OKS,OKS,29,38,9,1,1,0,0,0,0,2002,0,1,0,0
Juraj Melicher,OKS,OKS,36,54,18,1,1,0,0,0,0,2002,0,1,0,0
Anton Ferenčík,OKS,OKS,37,41,4,1,1,0,0,0,0,2002,0,1,0,0
Darina Svobodová,OKS,OKS,39,53,14,1,1,0,0,0,0,2002,0,1,0,0
Eduard Blatnický,OKS,OKS,40,50,10,1,1,0,0,0,0,2002,0,1,0,0
Roman Hegedűs,OKS,OKS,49,108,59,1,1,0,0,0,0,2002,0,1,0,0
Víťazoslav Moric,PSNS,SLNKO,6,1,-5,1,0,0,1,1,1,2002,0,1,0,0
Rastislav Šepták,PSNS,SLNKO,7,3,-4,1,0,0,1,1,1,2002,0,1,0,0
Marián Kňažko,PSNS,SLNKO,19,72,53,1,0,0,1,0,1,2002,0,1,0,0
Marek Bobko,PSNS,SLNKO,31,37,6,1,0,0,1,0,1,2002,0,1,0,0
Miroslav Jánošík,PSNS,SLNKO,34,54,20,1,0,0,1,0,1,2002,0,1,0,0
Richard Bohunický,PSNS,SLNKO,39,46,7,1,0,0,1,0,1,2002,0,1,0,0
Július Šedík,PSNS,SLNKO,43,94,51,1,0,0,1,0,1,2002,0,1,0,0
Jozef Švihel,PSNS,SLNKO,51,103,52,1,0,0,1,0,1,2002,0,1,0,0
Jozef Uhlík,PSNS,SLNKO,107,40,-67,1,0,0,1,1,1,2002,0,1,0,0
Rudolf Bagín,PSNS,SLNKO,120,108,-12,1,0,0,1,1,1,2002,0,1,0,0
Bohumil Hujsi,PSNS,SLNKO,23,100,77,1,0,0,1,0,1,2002,0,1,0,0
Peter Šoltýs,PSNS,SLNKO,27,49,22,1,0,0,1,0,1,2002,0,1,0,0
Alžbeta Staníková,PSNS,SLNKO,109,145,36,1,0,0,1,0,1,2002,0,1,0,0
Jozef Maras,PSNS,SLNKO,118,64,-54,1,0,0,1,1,1,2002,0,1,0,0
Ján Slota,PSNS,SNS,1,1,0,1,0,1,1,1,1,2002,1,0,0,0
Štefan Zelník,PSNS,SNS,3,5,2,1,0,1,1,0,1,2002,1,0,0,0
Dušan Švantner,PSNS,SNS,5,4,-1,1,0,1,1,1,1,2002,1,0,0,0
Rudolf Pučík,PSNS,SNS,9,3,-6,1,0,1,1,1,1,2002,1,0,0,0
Peter Dubravay,PSNS,SNS,11,16,5,1,0,1,1,0,1,2002,1,0,0,0
Jozef Líška,PSNS,SNS,12,21,9,1,0,1,1,0,1,2002,1,0,0,0
Peter Pamula,PSNS,SNS,33,46,13,1,0,1,1,0,1,2002,1,0,0,0
Jaroslav Izák,PSNS,SNS,35,22,-13,1,0,1,1,1,1,2002,1,0,0,0
Ján Havránek,PSNS,SNS,45,102,57,1,0,1,1,0,1,2002,1,0,0,0
Radoslav Gáll,PSNS,SNS,55,77,22,1,0,1,1,0,1,2002,1,0,0,0
Jaroslav Chudý,PSNS,SNS,65,119,54,1,0,1,1,0,1,2002,1,0,0,0
Mikuláš Sedláček,PSNS,SNS,72,132,60,1,0,1,1,0,1,2002,1,0,0,0
Ľudovít Kollár,PSNS,SNS,81,123,42,1,0,1,1,0,1,2002,1,0,0,0
Eva Jaššová,PSNS,SNS,110,66,-44,1,0,1,1,1,1,2002,1,0,0,0
Jozef Štolc,PSNS,SNS,122,149,27,1,0,1,1,0,1,2002,1,0,0,0
Andrej Vidra,PSNS,SNS,126,76,-50,1,0,1,1,1,1,2002,1,0,0,0
Ján Mokrý,PSNS,SNS,15,58,43,1,0,1,1,0,1,2002,1,0,0,0
Jozef Ďuračka,PSNS,SNS,16,15,-1,1,0,1,1,1,1,2002,1,0,0,0
Daniel Klačko,PSNS,SNS,57,25,-32,1,0,1,1,1,1,2002,1,0,0,0
Igor Detko,PSNS,SNS,58,27,-31,1,0,1,1,1,1,2002,1,0,0,0
Ján Slabý,PSNS,SNS,77,14,-63,1,0,1,1,1,1,2002,1,0,0,0
Juraj Šrámek,PSNS,SNS,85,97,12,1,0,1,1,0,1,2002,1,0,0,0
Jaroslav Lamoš,PSNS,SNS,92,138,46,1,0,1,1,0,1,2002,1,0,0,0
Peter Kubala,PSNS,SNS,106,87,-19,1,0,1,1,1,1,2002,1,0,0,0
Jozef Berki,ROMA,HZD,5,112,107,1,0,1,1,0,1,2002,0,1,0,0
Mária Vargová,ROSA,ĽB,13,43,30,1,0,1,1,0,1,2002,0,1,0,0
Mikuláš Dzurinda,SDKÚ,SDKÚ-DS,1,1,0,0,1,1,0,1,0,2002,0,0,1,0
Eduard Kukan,SDKÚ,SDKÚ-DS,2,4,2,0,1,1,0,0,0,2002,0,0,1,0
Ivan Mikloš,SDKÚ,SDKÚ-DS,3,2,-1,0,1,1,0,1,0,2002,0,0,1,0
Ivan Šimko,SDKÚ,Misia 21,4,1,-3,0,0,0,0,1,0,2002,0,0,0,1
Zuzana Martináková,SDKÚ,SF,5,1,-4,0,0,0,0,1,0,2002,0,0,0,1
Jozef Mikuš,SDKÚ,SDKÚ-DS,6,13,7,0,1,1,0,0,0,2002,0,0,1,0
Milan Hort,SDKÚ,SDKÚ-DS,8,5,-3,0,1,1,0,1,0,2002,0,0,1,0
Ferdinand Devínsky,SDKÚ,SDKÚ-DS,10,24,14,0,1,1,0,0,0,2002,0,0,1,0
Tomáš Galbavý,SDKÚ,SDKÚ-DS,11,21,10,0,1,1,0,0,0,2002,0,0,1,0
Peter Miššík,SDKÚ,SDKÚ-DS,12,20,8,0,1,1,0,0,0,2002,0,0,1,0
Juraj Liška,SDKÚ,SDKÚ-DS,13,6,-7,0,1,1,0,1,0,2002,0,0,1,0
Ján Rusnák,SDKÚ,SDKÚ-DS,16,33,17,0,1,1,0,0,0,2002,0,0,1,0
Pavol Kubovič,SDKÚ,SDKÚ-DS,18,7,-11,0,1,1,0,1,0,2002,0,0,1,0
Ľubica Navrátilová,SDKÚ,SF,20,3,-17,0,0,0,0,1,0,2002,0,0,0,1
Zoltán Horváth,SDKÚ,SDKÚ-DS,21,30,9,0,1,1,0,0,0,2002,0,0,1,0
Jarmila Tkáčová,SDKÚ,SDKÚ-DS,23,23,0,0,1,1,0,1,0,2002,0,0,1,0
Stanislav Janiš,SDKÚ,SDKÚ-DS,25,18,-7,0,1,1,0,1,0,2002,0,0,1,0
Stanislav Škoda,SDKÚ,SDKÚ-DS,26,43,17,0,1,1,0,0,0,2002,0,0,1,0
Eva Rusnáková,SDKÚ,SDKÚ-DS,28,56,28,0,1,1,0,0,0,2002,0,0,1,0
Petra Masácová,SDKÚ,SDKÚ-DS,31,34,3,0,1,1,0,0,0,2002,0,0,1,0
Vladimír Horák,SDKÚ,SDKÚ-DS,33,73,40,0,1,1,0,0,0,2002,0,0,1,0
Viliam Novotný,SDKÚ,SDKÚ-DS,34,26,-8,0,1,1,0,1,0,2002,0,0,1,0
Eva Hlaváčová,SDKÚ,SF,37,5,-32,0,0,0,0,1,0,2002,0,0,0,1
Ján Pataky,SDKÚ,SDKÚ-DS,39,28,-11,0,1,1,0,1,0,2002,0,0,1,0
Ľudovít Daučo,SDKÚ,SDKÚ-DS,43,64,21,0,1,1,0,0,0,2002,0,0,1,0
Martin Kuruc,SDKÚ,SDKÚ-DS,47,29,-18,0,1,1,0,1,0,2002,0,0,1,0
Karol Géč,SDKÚ,SDKÚ-DS,52,70,18,0,1,1,0,0,0,2002,0,0,1,0
Milan Vaškor,SDKÚ,SDKÚ-DS,53,86,33,0,1,1,0,0,0,2002,0,0,1,0
Jaroslav Ivančo,SDKÚ,SDKÚ-DS,56,31,-25,0,1,1,0,1,0,2002,0,0,1,0
Eva Bombová,SDKÚ,Misia 21,58,2,-56,0,0,0,0,1,0,2002,0,0,0,1
Oto Nevický,SDKÚ,SDKÚ-DS,59,95,36,0,1,1,0,0,0,2002,0,0,1,0
Martin Pado,SDKÚ,SDKÚ-DS,61,9,-52,0,1,1,0,1,0,2002,0,0,1,0
Tibor Maťaš,SDKÚ,SDKÚ-DS,62,89,27,0,1,1,0,0,0,2002,0,0,1,0
Mária Porubčinová,SDKÚ,SDKÚ-DS,64,109,45,0,1,1,0,0,0,2002,0,0,1,0
Ondrej Divinský,SDKÚ,SDKÚ-DS,67,63,-4,0,1,1,0,1,0,2002,0,0,1,0
Peter Ottinger,SDKÚ,SDKÚ-DS,74,82,8,0,1,1,0,0,0,2002,0,0,1,0
Allan Sághy,SDKÚ,SDKÚ-DS,76,65,-11,0,1,1,0,1,0,2002,0,0,1,0
František Bobenič,SDKÚ,SF,83,43,-40,0,0,0,0,1,0,2002,0,0,0,1
Yveta Erdélyiová,SDKÚ,SDKÚ-DS,85,114,29,0,1,1,0,0,0,2002,0,0,1,0
Vladislav Oravec,SDKÚ,SDKÚ-DS,91,72,-19,0,1,1,0,1,0,2002,0,0,1,0
Viera Gajdošová,SDKÚ,SDKÚ-DS,93,132,39,0,1,1,0,0,0,2002,0,0,1,0
Anton Boc,SDKÚ,SDKÚ-DS,103,139,36,0,1,1,0,0,0,2002,0,0,1,0
Michal Ambrovič,SDKÚ,Misia 21,105,8,-97,0,0,0,0,1,0,2002,0,0,0,1
Vladimír Minx,SDKÚ,SDKÚ-DS,111,110,-1,0,1,1,0,1,0,2002,0,0,1,0
Jozef Chynoranský,SDKÚ,SDKÚ-DS,116,58,-58,0,1,1,0,1,0,2002,0,0,1,0
Peter Šulej,SDKÚ,SDKÚ-DS,121,108,-13,0,1,1,0,1,0,2002,0,0,1,0
Marián Rakovský,SDKÚ,SDKÚ-DS,131,83,-48,0,1,1,0,1,0,2002,0,0,1,0
František Halás,SDKÚ,SDKÚ-DS,135,36,-99,0,1,1,0,1,0,2002,0,0,1,0
Pavol Prokopovič,SDKÚ,SDKÚ-DS,14,10,-4,0,1,1,0,1,0,2002,0,0,1,0
Peter Bódy,SDKÚ,SF,15,6,-9,0,0,0,0,1,0,2002,0,0,0,1
Klára Malejčíková,SDKÚ,SDKÚ-DS,60,74,14,0,1,1,0,0,0,2002,0,0,1,0
Miroslav Klačko,SDKÚ,SDKÚ-DS,120,92,-28,0,1,1,0,1,0,2002,0,0,1,0
Peter Baráth,SDĽ,SOS,7,6,-1,1,0,0,0,1,1,2002,0,1,0,0
Cyril Betuš,SDĽ,SOS,22,1,-21,1,0,0,0,1,1,2002,0,1,0,0
Roman Lupták,SDĽ,SOS,39,4,-35,1,0,0,0,1,1,2002,0,1,0,0
Richard Novák,SDĽ,SOS,71,5,-66,1,0,0,0,1,1,2002,0,1,0,0
Jozef Behúl,SDĽ,SMER,38,137,99,1,0,1,1,0,1,2002,1,0,0,0
Ján Slosiarik,SDĽ,SMER,61,147,86,1,0,1,1,0,1,2002,1,0,0,0
Ján Sabadoš,SDĽ,SMER,115,127,12,1,0,1,1,0,1,2002,1,0,0,0
Ivan Kleban,SDĽ,SMER,141,104,-37,1,0,1,1,1,1,2002,1,0,0,0
Boris Hanuščak,SDĽ,SMER,9,109,100,1,0,1,1,0,1,2002,1,0,0,0
Pavel Struhár,SDĽ,SMER,29,124,95,1,0,1,1,0,1,2002,1,0,0,0
Ladislav Pavlík,SDĽ,SMER,35,118,83,1,0,1,1,0,1,2002,1,0,0,0
Pavel Jánošík,SDPO,SF,14,112,98,1,0,1,1,0,1,2002,0,1,0,0
Robert Fico,SMER,SMER,1,1,0,0,1,1,0,1,0,2002,0,0,1,0
Dušan Čaplovič,SMER,SMER,3,4,1,0,1,1,0,0,0,2002,0,0,1,0
Boris Zala,SMER,SMER,5,18,13,0,1,1,0,0,0,2002,0,0,1,0
Pavol Paška,SMER,SMER,6,3,-3,0,1,1,0,1,0,2002,0,0,1,0
Robert Kaliňák,SMER,SMER,7,2,-5,0,1,1,0,1,0,2002,0,0,1,0
Dušan Muňko,SMER,SMER,9,23,14,0,1,1,0,0,0,2002,0,0,1,0
Ľubomír Vážny,SMER,SMER,10,6,-4,0,1,1,0,1,0,2002,0,0,1,0
Igor Šulaj,SMER,SMER,11,5,-6,0,1,1,0,1,0,2002,0,0,1,0
Renáta Zmajkovičová,SMER,SMER,12,9,-3,0,1,1,0,1,0,2002,0,0,1,0
Maroš Kondrót,SMER,SMER,13,22,9,0,1,1,0,0,0,2002,0,0,1,0
Miroslav Chovanec,SMER,SMER,14,11,-3,0,1,1,0,1,0,2002,0,0,1,0
Jozef Burian,SMER,SMER,15,20,5,0,1,1,0,0,0,2002,0,0,1,0
Darina Gabániová,SMER,SMER,16,21,5,0,1,1,0,0,0,2002,0,0,1,0
Miroslav Číž,SMER,SMER,17,26,9,0,1,1,0,0,0,2002,0,0,1,0
Edita Angyalová,SMER,SMER,18,55,37,0,1,1,0,0,0,2002,0,0,1,0
Róbert Madej,SMER,SMER,19,29,10,0,1,1,0,0,0,2002,0,0,1,0
Jozef Buček,SMER,SMER,20,25,5,0,1,1,0,0,0,2002,0,0,1,0
Jaroslav Baška,SMER,SMER,21,24,3,0,1,1,0,0,0,2002,0,0,1,0
Igor Federič,SMER,SMER,22,14,-8,0,1,1,0,1,0,2002,0,0,1,0
Ivan Varga,SMER,SMER,24,19,-5,0,1,1,0,1,0,2002,0,0,1,0
Jana Laššáková,SMER,SMER,25,10,-15,0,1,1,0,1,0,2002,0,0,1,0
Marián Záhumenský,SMER,SMER,27,33,6,0,1,1,0,0,0,2002,0,0,1,0
Stanislav Kubánek,SMER,SMER,29,12,-17,0,1,1,0,1,0,2002,0,0,1,0
Monika Smolková,SMER,SMER,31,36,5,0,1,1,0,0,0,2002,0,0,1,0
Dušan Galis,SMER,SMER,32,30,-2,0,1,1,0,1,0,2002,0,0,1,0
Ján Senko,SMER,SMER,33,49,16,0,1,1,0,0,0,2002,0,0,1,0
Viera Tomanová,SMER,SMER,34,38,4,0,1,1,0,0,0,2002,0,0,1,0
Juraj Zervan,SMER,SMER,36,75,39,0,1,1,0,0,0,2002,0,0,1,0
Tibor Lebocký,SMER,SMER,37,56,19,0,1,1,0,0,0,2002,0,0,1,0
Marián Kovačócy,SMER,SMER,39,60,21,0,1,1,0,0,0,2002,0,0,1,0
Peter Pelegrini,SMER,SMER,41,27,-14,0,1,1,0,1,0,2002,0,0,1,0
Ján Čech,SMER,SMER,42,42,0,0,1,1,0,1,0,2002,0,0,1,0
Ľubica Rošková,SMER,SMER,47,52,5,0,1,1,0,0,0,2002,0,0,1,0
Vladimír Jánoš,SMER,SMER,49,48,-1,0,1,1,0,1,0,2002,0,0,1,0
Slavomír Illeš,SMER,SMER,54,76,22,0,1,1,0,0,0,2002,0,0,1,0
Emília Müllerová,SMER,SMER,57,59,2,0,1,1,0,0,0,2002,0,0,1,0
Ivan Boháč,SMER,SMER,59,72,13,0,1,1,0,0,0,2002,0,0,1,0
Pavol Valárik,SMER,SMER,60,74,14,0,1,1,0,0,0,2002,0,0,1,0
Jozef Valocký,SMER,SMER,64,47,-17,0,1,1,0,1,0,2002,0,0,1,0
Tibor Glenda,SMER,SMER,66,16,-50,0,1,1,0,1,0,2002,0,0,1,0
Ľubomír Obročník,SMER,SMER,72,108,36,0,1,1,0,0,0,2002,0,0,1,0
Milan Halúz,SMER,SMER,73,73,0,0,1,1,0,1,0,2002,0,0,1,0
Karol Suchan,SMER,SMER,80,138,58,0,1,1,0,0,0,2002,0,0,1,0
Milan Mojš,SMER,SMER,82,41,-41,0,1,1,0,1,0,2002,0,0,1,0
Ján Račák,SMER,SMER,86,90,4,0,1,1,0,0,0,2002,0,0,1,0
Viera Mazúrová,SMER,SMER,89,63,-26,0,1,1,0,1,0,2002,0,0,1,0
Jozef Andrejčák,SMER,SMER,90,120,30,0,1,1,0,0,0,2002,0,0,1,0
Boris Hradecký,SMER,SMER,95,69,-26,0,1,1,0,1,0,2002,0,0,1,0
Vladimír Macášek,SMER,SMER,103,107,4,0,1,1,0,0,0,2002,0,0,1,0
Peter Ličko,SMER,SMER,107,99,-8,0,1,1,0,1,0,2002,0,0,1,0
Jozef Parec,SMER,SMER,110,121,11,0,1,1,0,0,0,2002,0,0,1,0
Dušan Bublavý,SMER,SMER,113,106,-7,0,1,1,0,1,0,2002,0,0,1,0
Magda Košútová,SMER,SMER,120,53,-67,0,1,1,0,1,0,2002,0,0,1,0
Mária Beňová,SMER,SMER,128,95,-33,0,1,1,0,1,0,2002,0,0,1,0
Milan Geci,SMER,SMER,139,71,-68,0,1,1,0,1,0,2002,0,0,1,0
Slavomír Rusinko,SMER,SMER,140,114,-26,0,1,1,0,1,0,2002,0,0,1,0
Tomáš Novanský,SMER,SMER,148,77,-71,0,1,1,0,1,0,2002,0,0,1,0
Ľuboš Racko,SMER,SMER,149,102,-47,0,1,1,0,1,0,2002,0,0,1,0
Ján Zvonár,SMER,SMER,52,46,-6,0,1,1,0,1,0,2002,0,0,1,0
Jana Vaľová,SMER,SMER,76,61,-15,0,1,1,0,1,0,2002,0,0,1,0
Pál Csáky,SMK-MKP,SMK-MKP,2,2,0,0,1,1,0,1,0,2002,0,0,1,0
Gyula Bárdos,SMK-MKP,SMK-MKP,3,3,0,0,1,1,0,1,0,2002,0,0,1,0
László Gyurovszky,SMK-MKP,SMK-MKP,4,7,3,0,1,1,0,0,0,2002,0,0,1,0
József Berényi,SMK-MKP,SMK-MKP,11,12,1,0,1,1,0,0,0,2002,0,0,1,0
Tibor Bastrnák,SMK-MKP,SMK-MKP,12,18,6,0,1,1,0,0,0,2002,0,0,1,0
László Miklós,SMK-MKP,SMK-MKP,13,13,0,0,1,1,0,1,0,2002,0,0,1,0
Iván Farkas,SMK-MKP,SMK-MKP,14,6,-8,0,1,1,0,1,0,2002,0,0,1,0
Gábor Gál,SMK-MKP,SMK-MKP,18,14,-4,0,1,1,0,1,0,2002,0,0,1,0
Richárd Hamerlik,SMK-MKP,SMK-MKP,19,36,17,0,1,1,0,0,0,2002,0,0,1,0
Klára Sárközy,SMK-MKP,SMK-MKP,21,9,-12,0,1,1,0,1,0,2002,0,0,1,0
János Szigeti,SMK-MKP,SMK-MKP,24,23,-1,0,1,1,0,1,0,2002,0,0,1,0
István Pásztor,SMK-MKP,SMK-MKP,25,16,-9,0,1,1,0,1,0,2002,0,0,1,0
György Juhász,SMK-MKP,SMK-MKP,27,19,-8,0,1,1,0,1,0,2002,0,0,1,0
Péter Csúsz,SMK-MKP,SMK-MKP,31,32,1,0,1,1,0,0,0,2002,0,0,1,0
Frigyes Matus,SMK-MKP,SMK-MKP,33,56,23,0,1,1,0,0,0,2002,0,0,1,0
Imre Andruskó,SMK-MKP,SMK-MKP,39,37,-2,0,1,1,0,1,0,2002,0,0,1,0
József Kopasz,SMK-MKP,SMK-MKP,58,40,-18,0,1,1,0,1,0,2002,0,0,1,0
Olga Szabó,SMK-MKP,SMK-MKP,60,58,-2,0,1,1,0,1,0,2002,0,0,1,0
Ladislav Bartók,SMK-MKP,SMK-MKP,63,138,75,0,1,1,0,0,0,2002,0,0,1,0
Fridrich Nagy,SMK-MKP,SMK-MKP,67,90,23,0,1,1,0,0,0,2002,0,0,1,0
János Juhász,SMK-MKP,SMK-MKP,69,57,-12,0,1,1,0,1,0,2002,0,0,1,0
László Bacsó,SMK-MKP,SMK-MKP,71,49,-22,0,1,1,0,1,0,2002,0,0,1,0
János Fekete,SMK-MKP,SMK-MKP,75,75,0,0,1,1,0,1,0,2002,0,0,1,0
Endre Mészáros,SMK-MKP,SMK-MKP,81,108,27,0,1,1,0,0,0,2002,0,0,1,0
Dénes Miklós,SMK-MKP,SMK-MKP,83,82,-1,0,1,1,0,1,0,2002,0,0,1,0
Zoltán Bán,SMK-MKP,SMK-MKP,89,81,-8,0,1,1,0,1,0,2002,0,0,1,0
László Lakatos,SMK-MKP,SMK-MKP,101,104,3,0,1,1,0,0,0,2002,0,0,1,0
Štefan Bencze,SMK-MKP,SMK-MKP,102,114,12,0,1,1,0,0,0,2002,0,0,1,0
Magdaléna Zsiga,SMK-MKP,SMK-MKP,105,97,-8,0,1,1,0,1,0,2002,0,0,1,0
Károly Peczár,SMK-MKP,SMK-MKP,125,28,-97,0,1,1,0,1,0,2002,0,0,1,0
Béla Bugár,SMK-MKP,SMK-MKP,1,1,0,0,1,1,0,1,0,2002,0,0,1,0
László Szigeti,SMK-MKP,SMK-MKP,6,5,-1,0,1,1,0,1,0,2002,0,0,1,0
László Köteles,SMK-MKP,SMK-MKP,7,8,1,0,1,1,0,0,0,2002,0,0,1,0
László Nagy,SMK-MKP,SMK-MKP,8,11,3,0,1,1,0,0,0,2002,0,0,1,0
Miklós Duray,SMK-MKP,SMK-MKP,9,4,-5,0,1,1,0,1,0,2002,0,0,1,0
Lajos Ladányi,SMK-MKP,SMK-MKP,22,30,8,0,1,1,0,0,0,2002,0,0,1,0
Pál Keszegh,SMK-MKP,SMK-MKP,28,60,32,0,1,1,0,0,0,2002,0,0,1,0
László Forró,SMK-MKP,SMK-MKP,34,42,8,0,1,1,0,0,0,2002,0,0,1,0
Erzsébet Pogány,SMK-MKP,SMK-MKP,37,20,-17,0,1,1,0,1,0,2002,0,0,1,0
Jozef Balkó,SMK-MKP,SMK-MKP,52,103,51,0,1,1,0,0,0,2002,0,0,1,0
Béla Zsille,SMK-MKP,SMK-MKP,61,64,3,0,1,1,0,0,0,2002,0,0,1,0
István Mázik,SMK-MKP,SMK-MKP,65,54,-11,0,1,1,0,1,0,2002,0,0,1,0
Ladislav Korčok,SMK-MKP,SMK-MKP,70,105,35,0,1,1,0,0,0,2002,0,0,1,0
Márta Stubendek,SMK-MKP,SMK-MKP,80,62,-18,0,1,1,0,1,0,2002,0,0,1,0
Béla Szabó,SMK-MKP,SMK-MKP,100,116,16,0,1,1,0,0,0,2002,0,0,1,0
Ladislav Mészáros,SMK-MKP,SMK-MKP,103,110,7,0,1,1,0,0,0,2002,0,0,1,0
Zoltán Marczell,SMK-MKP,SMK-MKP,107,29,-78,0,1,1,0,1,0,2002,0,0,1,0
Mária Csizmadiová,SMK-MKP,SMK-MKP,121,89,-32,0,1,1,0,1,0,2002,0,0,1,0
Jozef Hunyák,SMK-MKP,SMK-MKP,136,109,-27,0,1,1,0,1,0,2002,0,0,1,0
Gábor Pallya,SMK-MKP,SMK-MKP,142,98,-44,0,1,1,0,1,0,2002,0,0,1,0
Tibor Rózsár,SMK-MKP,SMK-MKP,146,120,-26,0,1,1,0,1,0,2002,0,0,1,0
László Hóka,SMK-MKP,SMK-MKP,150,74,-76,0,1,1,0,1,0,2002,0,0,1,0
László Pomothy,SMK-MKP,SMK-MKP,30,24,-6,0,1,1,0,1,0,2002,0,0,1,0
Stanislav Pánis,SNJ,SLNKO,1,8,7,1,0,1,1,0,1,2002,0,1,0,0
Pavel Hatala,SNJ,SLNKO,6,38,32,1,0,1,1,0,1,2002,0,1,0,0
Stanislav Svorad,SNJ,SLNKO,2,45,43,1,0,1,1,0,1,2002,0,1,0,0
Vojtech Erdélyi,SNJ,SLNKO,7,65,58,1,0,1,1,0,1,2002,0,1,0,0
Andrea Maťová,SNJ,SLNKO,14,128,114,1,0,1,1,0,1,2002,0,1,0,0
Viera Šuchterová,SNJ,ĽB,22,26,4,1,0,1,1,0,1,2002,0,1,0,0
Jozef Prokeš,SNS,SLNKO,2,2,0,1,0,0,1,1,0,2002,0,1,0,0
Miroslav Kotian,SNS,SNS,6,17,11,1,1,1,0,0,0,2002,1,0,0,0
Marián Lukáč,SNS,SNS,11,34,23,1,1,1,0,0,0,2002,1,0,0,0
Miroslav Zigo,SNS,SNS,16,42,26,1,1,1,0,0,0,2002,1,0,0,0
Vladimír Jozef Dlhopolček,SNS,SNS,21,51,30,1,1,1,0,0,0,2002,1,0,0,0
Rudolf Slivka,SNS,SLNKO,32,13,-19,1,0,0,0,1,0,2002,0,1,0,0
Anton Vanko,SNS,SNS,39,54,15,1,1,1,0,0,0,2002,1,0,0,0
Pavol Kapusta,SNS,SLNKO,40,95,55,1,0,0,0,0,0,2002,0,1,0,0
Ondrej Skotnický,SNS,SNS,63,49,-14,1,1,1,0,1,0,2002,1,0,0,0
Štefan Poľaško,SNS,SNS,70,39,-31,1,1,1,0,1,0,2002,1,0,0,0
Silvester Kačák,SNS,SNS,75,37,-38,1,1,1,0,1,0,2002,1,0,0,0
Vladimír Sagan,SNS,SLNKO,79,22,-57,1,0,0,0,1,0,2002,0,1,0,0
Viliam Zopp,SNS,SĽS,87,5,-82,1,0,0,0,1,0,2002,0,1,0,0
Michal Števko,SNS,SLNKO,89,120,31,1,0,0,0,0,0,2002,0,1,0,0
Alexander Hlavatý,SNS,SNS,95,95,0,1,1,1,0,1,0,2002,1,0,0,0
Peter Nemec,SNS,SNS,101,81,-20,1,1,1,0,1,0,2002,1,0,0,0
Igor Miňo,SNS,SNS,110,125,15,1,1,1,0,0,0,2002,1,0,0,0
Ján Kaščák,SNS,SLNKO,131,41,-90,1,0,0,0,1,0,2002,0,1,0,0
Mária Germušková,SNS,SNS,136,147,11,1,1,1,0,0,0,2002,1,0,0,0
Peter Martinec,SNS,SNS,145,60,-85,1,1,1,0,1,0,2002,1,0,0,0
Jaroslav Paška,SNS,SNS,3,19,16,1,1,1,0,0,0,2002,1,0,0,0
Peter Súlovský,SNS,SLNKO,5,20,15,1,0,0,0,0,0,2002,0,1,0,0
Andrej Trnovec,SNS,SĽS,14,3,-11,1,0,0,0,1,0,2002,0,1,0,0
Peter Lisý,SNS,SLNKO,19,14,-5,1,0,0,0,1,0,2002,0,1,0,0
Ján Petruška,SNS,SLNKO,27,4,-23,1,0,0,0,1,0,2002,0,1,0,0
Miroslav Chabada,SNS,SNS,38,36,-2,1,1,1,0,1,0,2002,1,0,0,0
Jozef Lenič,SNS,SNS,41,146,105,1,1,1,0,0,0,2002,1,0,0,0
Valentín Švidroň,SNS,SNS,45,18,-27,1,1,1,0,1,0,2002,1,0,0,0
Ján Sekereš,SNS,SLNKO,48,9,-39,1,0,0,0,1,0,2002,0,1,0,0
Martin Michalčák,SNS,SLNKO,61,21,-40,1,0,0,0,1,0,2002,0,1,0,0
Viliam Vittek,SNS,SLNKO,96,27,-69,1,0,0,0,1,0,2002,0,1,0,0
Miroslav Rybanský,SNS,SNS,97,38,-59,1,1,1,0,1,0,2002,1,0,0,0
Eva Kováčová,SZS,SF,8,108,100,1,0,1,1,0,1,2002,0,1,0,0
Eduard Bezaňuk,SZS,SF,11,122,111,1,0,1,1,0,1,2002,0,1,0,0
Peter Nováčik,SZS,SF,16,33,17,1,0,1,1,0,1,2002,0,1,0,0
Ján Ľupták,ZRS,ZRS,1,1,0,1,1,0,0,1,0,2002,0,1,0,0
Milan Trník,ZRS,ZRS,2,4,2,1,1,0,0,0,0,2002,0,1,0,0
Ján Pivoluska,ZRS,ZRS,4,3,-1,1,1,0,0,1,0,2002,0,1,0,0
Mária Hrušková,ZRS,ZRS,7,6,-1,1,1,0,0,1,0,2002,0,1,0,0
Pavol Kopčák,ZRS,ZRS,9,9,0,1,1,0,0,1,0,2002,0,1,0,0
Jaroslav Završan,ZRS,ZRS,26,30,4,1,1,0,0,0,0,2002,0,1,0,0
Ľubomír Dado,ZRS,ZRS,31,48,17,1,1,0,0,0,0,2002,0,1,0,0
